CompanyName,ISIN,NSECode,BSECode,Date,MFList,BTTDate,CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth,EPS Rating,TTM1 EPS,TTM1 Sales,TTM2 EPS,TTM2 Sales,TTM3 EPS,TTM3 Sales
Kama Holdings Ltd.,INE411F01010,,532468.000000,2024-02-01,True,2024-02-01,12130050.000000,2023-12-31,3.000000,3.000000,84942000.000000,13825000.000000,71117000.000000,0.000000,156000.000000,0.000000,70961000.000000,17872000.000000,53089000.000000,53089000.000000,320906000.000000,0.000000,0.165435,62.500294,False,618.951964,3336.165049,8.301772,-72.622239,538738000.000000,-73.116142,611.886850,-91.54355282258541,-57.16762735405743,2600.220555997598,-82.11703662522768,100.39859581977007,560.1456435214653
Sheela Foam Ltd.,INE916U01025,SFL,540203.000000,2024-02-01,True,2024-02-01,12130096.000000,2023-12-31,3.000000,3.000000,5366214000.000000,4586333000.000000,779881000.000000,171370000.000000,120230000.000000,0.000000,488281000.000000,132000000.000000,356281000.000000,356281000.000000,543487000.000000,0.000000,0.655546,6.639336,False,-39.298485,-9.551585,0.799421,-62.518490,4401845000.000000,-20.440916,-29.361626,-16.399333809208876,-11.907454220325254,-83.87093475186312,287.46432312805734,126.95756314941018,-66.92898416899435
Oil And Natural Gas Corporation Ltd.,INE213A01029,ONGC,500312.000000,2024-02-01,True,2024-02-01,12140006.000000,2023-12-31,3.000000,3.000000,381887600000.000000,199530500000.000000,182357100000.000000,10227300000.000000,50782400000.000000,0.000000,121347400000.000000,25990700000.000000,95356700000.000000,95356700000.000000,62901400000.000000,0.000000,1.515971,24.969834,False,-13.663168,-4.515281,1.624180,-20.346733,372487200000.000000,-10.995099,157.355080,-38.41943435409538,-7.26521593297011,206.196132658402,177834.89774309163,1344.4366362145702,1547.6703419348955
Hindustan Petroleum Corporation Ltd.,INE094A01015,HINDPETRO,500104.000000,2024-02-01,True,2024-02-01,12140018.000000,2023-12-31,3.000000,3.000000,1189992600000.000000,1162793200000.000000,27199400000.000000,6140900000.000000,13378000000.000000,0.000000,7680500000.000000,2390300000.000000,5290200000.000000,5290200000.000000,14185500000.000000,0.000000,0.372930,0.444557,False,206.802761,8.287356,3.608022,335.627538,960455600000.000000,-11.639806,25.217744,244.92004022994388,0.9631129906318899,-751.9787730017537,30466.444769714497,-63.485732304181234,-75.99159467773183
Bharat Petroleum Corporation Ltd.,INE029A01011,BPCL,500547.000000,2024-02-01,True,2024-02-01,12140020.000000,2023-12-31,3.000000,3.000000,1161743600000.000000,1092679900000.000000,69063700000.000000,5018500000.000000,18244400000.000000,0.000000,45800800000.000000,11828100000.000000,33972700000.000000,33972700000.000000,21294500000.000000,0.000000,1.595374,2.924286,False,73.367252,-2.872393,3.992190,2894.874577,1037567900000.000000,-10.062159,949.689907,1254.8375407578924,-2.9206358995875044,-113.46819632965452,31.611812291047613,22.839181302052054,6285.308446530455
Chennai Petroleum Corporation Ltd.,INE178A01016,CHENNPETRO,500110.000000,2023-12-31,True,2024-02-01,12140021.000000,2023-12-31,3.000000,3.000000,204564100000.000000,197743600000.000000,6820500000.000000,499700000.000000,1510300000.000000,0.000000,4810500000.000000,1210600000.000000,3599900000.000000,3599900000.000000,1489100000.000000,0.000000,2.417501,1.759791,False,151.829311,27.385773,7.995165,4170.301291,165496900000.000000,-15.220009,964.383259,-11.945946429715052,-7.195495487798478,507.8026572958366,110.34215280615034,19.803908471383025,1937.9162899420542
Indian Oil Corporation Ltd.,INE242A01010,IOC,530965.000000,2024-02-01,True,2024-02-01,12140022.000000,2023-12-31,3.000000,3.000000,2005568800000.000000,1833195200000.000000,172373600000.000000,18320900000.000000,43413000000.000000,0.000000,107682000000.000000,27048100000.000000,80633900000.000000,80633900000.000000,141212400000.000000,0.000000,0.571011,4.020500,False,1699.823665,-2.856977,0.918285,4861.270424,1807222800000.000000,-13.811956,1608.440958,966.3432993345016,-4.294786941058712,-89.59549400941259,32.18935200548342,242.38249235443766,63.98914980018795
Oil India Ltd.,INE274J01014,OIL,533106.000000,2024-02-01,True,2024-02-01,12140038.000000,2023-12-31,3.000000,3.000000,63230200000.000000,37092700000.000000,26137500000.000000,1813900000.000000,4992200000.000000,0.000000,19331400000.000000,3488600000.000000,15842800000.000000,15842800000.000000,10844100000.000000,0.000000,1.460960,25.055749,False,-9.267510,15.417696,0.299988,-81.092454,66225500000.000000,19.578171,457.436733,-20.156402319330027,7.335250456450209,84.63556222414776,20133.409098848297,4646.28534165541,11506.974744027304
Petronet LNG Ltd.,INE347G01014,PETRONET,532522.000000,2024-02-01,True,2024-02-01,12140039.000000,2023-12-31,3.000000,3.000000,149036800000.000000,130412200000.000000,18624600000.000000,696700000.000000,1954800000.000000,0.000000,15973100000.000000,4066400000.000000,11906700000.000000,11906700000.000000,15000000000.000000,0.000000,0.793780,7.989101,False,0.858082,-6.617025,0.545400,9.922741,126887400000.000000,-21.089778,32.472580,1.0972155017149356,-7.3980683483561664,-76.75721209278669,252.71775142825632,453.386934041575,4611.67535240745
Gujarat State Petronet Ltd.,INE246F01010,GSPL,532702.000000,2024-02-01,True,2024-02-01,12140048.000000,2023-12-31,3.000000,3.000000,5753247000.000000,1746484000.000000,4006763000.000000,11919000.000000,488403000.000000,0.000000,3506441000.000000,884454000.000000,2621987000.000000,2621987000.000000,5642114000.000000,0.000000,0.464717,45.574038,False,53.393931,38.485463,0.942946,69.317356,7956280000.000000,47.781590,114.921603,35.244045945711676,23.506604929687068,-6.320816607456811,-12.848600166185978,810.7029564364078,-91.18163954788191
Reliance Industries Ltd.,INE002A01018,RELIANCE,500325.000000,2024-02-01,True,2024-02-01,12150008.000000,2023-12-31,3.000000,3.000000,1306640000000.000000,1101370000000.000000,205270000000.000000,29820000000.000000,45670000000.000000,0.000000,129780000000.000000,30540000000.000000,99240000000.000000,99240000000.000000,67660000000.000000,0.000000,1.466745,7.595053,False,18.523827,1.631847,1.656518,62.082430,1433840000000.000000,1.773787,24.063066,7.717338828847746,-6.6116946484097285,16.471109996237054,42.11059123076771,23.323910359007293,52.40130006573551
Welspun Living Ltd.,INE192B01031,WELSPUNLIV,514162.000000,2024-02-01,True,2024-02-01,12150015.000000,2023-12-31,3.000000,3.000000,16619000000.000000,14538900000.000000,2080100000.000000,185000000.000000,563600000.000000,0.000000,1331500000.000000,387000000.000000,944500000.000000,944500000.000000,971800000.000000,0.000000,0.971908,5.683254,False,84.752231,17.040157,1.727207,2076.853926,20501200000.000000,31.617907,680.563221,335.2171167784535,14.048845995857379,-97.80645798590872,22.553355638180133,1672.381465291135,77.44872492596608
Jindal Poly Films Ltd.,INE197D01010,JINDALPOLY,500227.000000,2023-12-31,True,2024-02-01,12150022.000000,2023-12-31,3.000000,3.000000,2771000000.000000,1343800000.000000,1427200000.000000,302000000.000000,196800000.000000,0.000000,928400000.000000,53800000.000000,874600000.000000,874600000.000000,437900000.000000,0.000000,1.997260,31.562613,False,118.650000,29.825712,1.462663,-95.222003,2432600000.000000,-71.561177,845.916965,-85.24103718328533,-74.15930184508446,4410.731896625028,105419.38398334489,-153.4270228621982,-94.74600810373377
Century Enka Ltd.,INE485A01015,CENTENKA,500280.000000,2023-12-31,True,2024-02-01,12160002.000000,2023-12-31,3.000000,3.000000,4563600000.000000,4322900000.000000,240700000.000000,15600000.000000,126600000.000000,0.000000,98500000.000000,24300000.000000,74200000.000000,74200000.000000,218500000.000000,0.000000,0.339588,1.625909,False,-25.576730,-3.340182,0.206407,-82.424006,4081900000.000000,-28.150743,4151.181529,-68.03631314355468,-18.595305820167614,-31.407036475802556,9.94829816064919,41994.73977116704,179839.4424154764
SRF Ltd.,INE647A01010,SRF,503806.000000,2024-02-01,True,2024-02-01,12170004.000000,2023-12-31,3.000000,3.000000,25341300000.000000,19889800000.000000,5451500000.000000,518300000.000000,1413200000.000000,0.000000,3520000000.000000,891900000.000000,2628100000.000000,2628100000.000000,2964200000.000000,0.000000,0.886614,10.370818,False,-46.913505,-11.765812,1.041495,-29.700558,26250900000.000000,-12.867025,0.147897,-21.897653431372188,-5.774443169430818,150.36412627673417,22271.240835337467,-80.32819609641548,-99.19583238120245
Finolex Industries Ltd.,INE183A01024,FINPIPE,500940.000000,2024-02-01,True,2024-02-01,12190003.000000,2023-12-31,3.000000,3.000000,10548100000.000000,8997900000.000000,1550200000.000000,76600000.000000,275700000.000000,0.000000,1197900000.000000,305800000.000000,892100000.000000,892100000.000000,1236700000.000000,0.000000,0.721355,8.457447,False,23.782434,-8.482708,0.758308,199.850937,9456600000.000000,-3.545419,268.466550,-20.94608479845795,-11.617189377271073,-33.01722975048323,13.37064621385574,2366.2714751801104,705.2833589907113
Astral Ltd.,INE006I01046,ASTRAL,532830.000000,2024-02-01,True,2024-02-01,12190030.000000,2023-12-31,3.000000,3.000000,12513000000.000000,10453000000.000000,2060000000.000000,53000000.000000,396000000.000000,0.000000,1611000000.000000,410000000.000000,1201000000.000000,1201000000.000000,269000000.000000,0.000000,4.464684,9.598018,False,-11.498867,9.312484,4.758364,46.243307,12309000000.000000,17.688115,21946.942101,46.55748991532731,51.31423786737549,109580.46655406101,836692.9406060607,99.32655298568012,-99.97734359401407
Prince Pipes & Fittings Ltd.,INE689W01016,PRINCEPIPE,542907.000000,2024-02-01,True,2024-02-01,12190047.000000,2023-12-31,3.000000,3.000000,6216290000.000000,5429530000.000000,786760000.000000,27140000.000000,229120000.000000,0.000000,530500000.000000,154170000.000000,376330000.000000,376330000.000000,1105610000.000000,0.000000,0.340382,6.053932,False,6.337949,-12.089530,0.638869,,6604060000.000000,,24.698972,142.83355716274656,-25.338598313415673,-52.96981032225061,252.19522623561676,-88.2472240387653,-52.643169005232735
Carysil Ltd.,INE482D01024,CARYSIL,524091.000000,2023-12-31,True,2024-02-01,12200001.000000,2023-09-30,3.000000,2.000000,959299000.000000,733306000.000000,225993000.000000,29231000.000000,65134000.000000,0.000000,131628000.000000,33159000.000000,98469000.000000,98469000.000000,53632000.000000,0.000000,1.836012,10.264683,False,106.354809,16.011910,0.737023,-67.969529,704960000.000000,-35.080339,15.765098,-46.56256607728298,-24.00037939082206,97.28506095122292,575.3190410575857,25.997997870074556,-70.94735206522793
Supreme Industries Ltd.,INE195A01028,SUPREMEIND,509930.000000,2024-02-01,True,2024-02-01,12200009.000000,2023-12-31,3.000000,3.000000,24813700000.000000,20698100000.000000,4115600000.000000,51600000.000000,772400000.000000,0.000000,3291600000.000000,818000000.000000,2473600000.000000,2473600000.000000,254100000.000000,0.000000,9.734750,9.968687,False,27.452597,6.469150,10.231011,149.755020,23618800000.000000,10.750676,7084.902391,42.938846953445584,6.452439761594567,-20.94553550689251,25.47419661529226,70407.68321133414,14734.324728034804
Nilkamal Ltd.,INE310A01015,NILKAMAL,523385.000000,2023-12-31,True,2024-02-01,12200013.000000,2023-12-31,3.000000,3.000000,7832858000.000000,7134585000.000000,698273000.000000,96933000.000000,291390000.000000,0.000000,309950000.000000,78906000.000000,231044000.000000,231044000.000000,149225000.000000,0.000000,1.548293,2.949677,False,-1.329450,12.588444,1.374636,-9.837327,7687724000.000000,0.482564,8.333664,18.84946056785177,10.412365296686698,-10.970624177834862,147.5538460045102,71.06306107025013,1053.9294460024232
Mayur Uniquoters Ltd.,INE040D01038,MAYURUNIQ,522249.000000,2023-12-31,True,2024-02-01,12200057.000000,2023-12-31,3.000000,3.000000,1837062000.000000,1368535000.000000,468527000.000000,5345000.000000,74454000.000000,0.000000,388728000.000000,96196000.000000,292532000.000000,292532000.000000,219763000.000000,0.000000,1.331125,15.923905,False,12.223117,5.008394,1.290977,11.726368,1894303000.000000,-4.792197,384.875428,15.448509649810232,5.3582652584233745,1899.6259821672343,1205.247899261015,-44.74218185127442,1592.2409458768313
Mold-Tek Packaging Ltd.,INE893J01029,MOLDTKPAC,533080.000000,2023-12-31,True,2024-02-01,12200107.000000,2023-12-31,3.000000,3.000000,1655124000.000000,1351571000.000000,303553000.000000,19205000.000000,94768000.000000,0.000000,189580000.000000,47625000.000000,141955000.000000,141955000.000000,165838000.000000,0.000000,0.855986,8.576699,False,-13.085762,6.605572,0.946032,-19.304979,1709201000.000000,-6.467486,79.481534,-4.328301879761655,-2.266020909010266,5.958486740636969,17.8219182869858,860.6647507309582,22507.27572016461
Insecticides (India) Ltd.,INE070I01018,INSECTICID,532851.000000,2023-12-15,True,2024-02-01,12210012.000000,2023-12-31,3.000000,3.000000,3591771000.000000,3319309000.000000,272462000.000000,27868000.000000,74181000.000000,0.000000,170413000.000000,47676000.000000,122737000.000000,122737000.000000,295978000.000000,0.000000,0.414683,3.417172,False,31.495945,0.636161,1.798833,-20.532331,6958141000.000000,19.454520,210.748297,-42.70549073016933,12.401548535645906,1014.5489519187214,945.4077210832177,184.57431082406893,-65.44709262875077
Cello World Ltd.,INE0LMW01024,CELLO,544012.000000,2023-12-31,True,2024-02-01,12270256.000000,2023-12-31,3.000000,3.000000,2646178000.000000,2413295000.000000,232883000.000000,23666000.000000,10507000.000000,0.000000,198710000.000000,51311000.000000,147399000.000000,147399000.000000,1061155000.000000,0.000000,0.138904,5.570260,False,,,0.181576,,2513780000.000000,,0.000000,,,,,,
Indraprastha Gas Ltd.,INE203G01027,IGL,532514.000000,2024-02-01,True,2024-02-01,12300008.000000,2023-12-31,3.000000,3.000000,39811700000.000000,33620500000.000000,6191200000.000000,17700000.000000,1018200000.000000,0.000000,5155300000.000000,1234600000.000000,3920700000.000000,3920700000.000000,1400000000.000000,0.000000,2.800500,9.848110,False,40.900597,5.698053,3.820071,28.513757,35924800000.000000,-1.951965,13.115041,14.771782178183482,9.421122024375252,14.989691033990097,84.94171278325456,-81.97302372062994,-53.70465864364785
Gandhar Oil Refinery (India) Ltd.,INE717W01049,GANDHAR,544029.000000,2023-12-31,True,2024-02-01,12300045.000000,2023-12-31,3.000000,3.000000,7383565000.000000,6656459000.000000,727106000.000000,105170000.000000,38006000.000000,0.000000,583930000.000000,147788000.000000,436142000.000000,436142000.000000,160000000.000000,0.000000,2.725887,5.906930,False,,,1.904056,,6922618000.000000,,0.000000,,,,,,
Navin Fluorine International Ltd.,INE048G01026,NAVINFLUOR,532504.000000,2024-02-01,True,2024-02-01,12310029.000000,2023-12-31,3.000000,3.000000,3729200000.000000,3192300000.000000,536900000.000000,6400000.000000,155700000.000000,521300000.000000,896100000.000000,174300000.000000,721800000.000000,721800000.000000,99100000.000000,0.000000,7.283552,19.355358,False,-11.522432,-13.913064,5.650858,-12.650133,3412200000.000000,-8.969160,304.225484,-8.04495718315297,-5.249175288459595,1605.3761223874837,854.6963777418936,-96.01740198133008,-85.00726935666758
Camlin Fine Sciences Ltd.,INE052I01032,CAMLINFINE,532834.000000,2023-12-31,True,2024-02-01,12310036.000000,2023-12-31,3.000000,3.000000,1877326000.000000,1797198000.000000,80128000.000000,133014000.000000,124006000.000000,0.000000,-176892000.000000,-60482000.000000,-116410000.000000,-116410000.000000,167455000.000000,0.000000,-0.695172,-6.200841,False,-169.143031,2.192094,-0.086925,-107.307242,2118483000.000000,-17.002434,9.950403,-99.17722269540963,-3.672741611516181,-22.606497581915516,-48.78891411696652,995.1492425862798,-96.7396622703035
Tatva Chintan Pharma Chem Ltd.,INE0GK401011,TATVA,543321.000000,2023-12-31,True,2024-02-01,12310203.000000,2023-12-31,3.000000,3.000000,872780000.000000,737560000.000000,135220000.000000,3770000.000000,65820000.000000,0.000000,65630000.000000,19120000.000000,46510000.000000,46510000.000000,233920000.000000,0.000000,0.198829,5.328949,False,-58.254833,-23.847832,0.350675,47.882824,933290000.000000,9.045766,402.335397,-18.282916445001764,4.283940310666843,2098.5620086710655,959.6580599540671,-98.17727841874746,-98.2594390822849
Sumitomo Chemical India Ltd.,INE258G01013,SUMICHEM,542920.000000,2024-02-01,True,2024-02-01,12310215.000000,2023-12-31,3.000000,3.000000,5672950000.000000,4745030000.000000,927920000.000000,11670000.000000,160580000.000000,0.000000,755670000.000000,206220000.000000,549450000.000000,549450000.000000,4991460000.000000,0.000000,0.110078,9.685437,False,-39.360328,-26.020471,0.287848,-28.854667,9281670000.000000,-18.031937,158.867290,-34.17417417113363,-18.43185540168556,958.9315313522184,997331.5156538786,-90.23765350295963,-99.95564804991835
Archean Chemical Industries Ltd.,INE128X01021,ACI,543657.000000,2024-02-01,True,2024-02-01,12310267.000000,2023-12-31,3.000000,3.000000,4227214000.000000,2667449000.000000,1559765000.000000,24414000.000000,176023000.000000,0.000000,1359328000.000000,337416000.000000,1021912000.000000,1021912000.000000,246794000.000000,0.000000,4.140749,24.174598,False,3.684717,13.455757,2.695868,,3020438000.000000,,92.347560,305.3687211484719,294.5432308793762,,,,
Indigo Paints Ltd.,INE09VQ01012,INDIGOPNTS,543258.000000,2024-02-01,True,2024-02-01,12310469.000000,2023-12-31,3.000000,3.000000,3441328000.000000,2803388000.000000,637940000.000000,3452000.000000,132980000.000000,0.000000,501508000.000000,124497000.000000,377011000.000000,377011000.000000,476209000.000000,0.000000,0.791692,10.955393,False,43.394602,20.730305,0.549025,-29.581538,2734309000.000000,11.242344,10.577104,21.89233885179444,17.22283216335238,52.75050544661741,-90.19362649209623,-93.03311164361773,9911.043813782131
Sigachi Industries Ltd.,INE0D0K01022,SIGACHI,543389.000000,2023-12-31,True,2024-02-01,12310645.000000,2023-12-31,3.000000,3.000000,785179000.000000,610224000.000000,174955000.000000,16723000.000000,20623000.000000,0.000000,137609000.000000,29899000.000000,107710000.000000,107710000.000000,307425000.000000,0.000000,0.350362,13.717891,False,15.516613,17.871029,,,,,38.448240,-4.206148950109764,7.763157370930762,27.00931531826815,35.91495693342086,312.04899358789794,75.65641324636155
Zuari Agro Chemicals Ltd.,INE840M01016,ZUARI,534742.000000,2023-12-31,True,2024-02-01,12324327.500000,2023-12-31,3.000000,3.000000,136100000.000000,157300000.000000,-21200000.000000,241900000.000000,8100000.000000,0.000000,-271200000.000000,0.000000,-271200000.000000,-271200000.000000,420600000.000000,0.000000,-0.644793,-199.265246,False,-27.383748,-71.792746,-0.392558,54.627645,382160000.000000,26.333884,1214.840155,-169.98651525279138,7.677404094698631,6365.512255459235,24056.409435897436,-127.15121136173768,-100.97196265557982
Colgate-Palmolive (India) Ltd.,INE259A01022,COLPAL,500830.000000,2024-02-01,True,2024-02-01,12520001.000000,2023-12-31,3.000000,3.000000,14135400000.000000,9272600000.000000,4862800000.000000,15100000.000000,413700000.000000,0.000000,4434000000.000000,1132900000.000000,3301100000.000000,3301100000.000000,272000000.000000,0.000000,12.136397,23.353425,False,35.713698,8.593510,12.501838,22.311345,14921000000.000000,6.673053,311.780649,19.49359924768778,7.594284002893222,1459.1632695652174,1784.086743524586,24.94906967268776,-91.41050820509375
Hindustan Unilever Ltd.,INE030A01027,HINDUNILVR,500696.000000,2024-02-01,True,2024-02-01,12520002.000000,2023-12-31,3.000000,3.000000,154730000000.000000,116480000000.000000,38250000000.000000,810000000.000000,2820000000.000000,-300000000.000000,34320000000.000000,9130000000.000000,25190000000.000000,25190000000.000000,2350000000.000000,0.000000,10.719149,16.279972,False,0.558882,0.109990,11.561702,3.860856,155590000000.000000,4.661644,1852.071556,5.371257767655302,5.321109536878567,12.775079317895056,16.065927578431438,18470.212146643764,320857.4489779648
Gillette India Ltd.,INE322A01010,GILLETTE,507815.000000,2024-02-01,True,2024-02-01,12520003.000000,2023-12-31,3.000000,2.000000,6466500000.000000,4836500000.000000,1630000000.000000,32500000.000000,207100000.000000,0.000000,1390400000.000000,350900000.000000,1039500000.000000,1039500000.000000,325900000.000000,0.000000,3.189629,16.075157,False,39.623909,4.038291,2.844124,6.810325,6761900000.000000,8.603964,1077.631671,31.18102874510882,8.937637168362933,9.199891824508184,9.358098368736158,10571.50537105371,7111.606162094324
Trent Ltd.,INE849A01020,TRENT,500251.000000,2024-02-01,True,2024-02-01,12520005.000000,2023-12-31,3.000000,3.000000,33893000000.000000,26893300000.000000,6999700000.000000,957400000.000000,1575400000.000000,0.000000,4466900000.000000,1030900000.000000,3436000000.000000,3436000000.000000,355500000.000000,0.000000,9.665260,10.137787,False,113.455923,51.001314,8.148242,55.862255,30418000000.000000,51.966148,155357.008919,69.11180185908226,55.28110553325383,776462.2094816315,578135.990016,99.69846094466155,-96.92041598055177
Procter & Gamble Hygiene & Healthcare Ltd.,INE179A01014,PGHH,500459.000000,2024-02-01,True,2024-02-01,12520009.000000,2023-09-30,3.000000,1.000000,11541200000.000000,8534600000.000000,3006600000.000000,18900000.000000,143000000.000000,0.000000,2844700000.000000,737800000.000000,2106900000.000000,2106900000.000000,324600000.000000,0.000000,6.490758,18.255467,False,36.448417,9.746867,4.659273,255.440658,8626300000.000000,10.309331,100.337882,43.477839023328016,3.78811630757036,177.84129635568996,582.1714521679431,-66.51543472481491,-82.08671969632331
Godrej Industries Ltd.,INE233A01035,GODREJIND,500164.000000,2024-02-01,True,2024-02-01,12520018.000000,2023-12-31,3.000000,3.000000,7607300000.000000,6078700000.000000,1528600000.000000,1455000000.000000,217900000.000000,0.000000,-144300000.000000,0.000000,-144300000.000000,-144300000.000000,336700000.000000,0.000000,-0.428571,-1.896862,False,-118.407189,-34.648558,-0.181467,-105.020289,8481800000.000000,-39.952709,-15.529521,-134.17587033965796,-26.298472581860494,347.0436805248636,5272.4379637750235,,86953.94190871369
Godrej Agrovet Ltd.,INE850D01014,GODREJAGRO,540743.000000,2024-02-01,True,2024-02-01,12520018.010000,2023-12-31,3.000000,3.000000,18312900000.000000,16588800000.000000,1724100000.000000,139700000.000000,294600000.000000,0.000000,1289800000.000000,305700000.000000,984100000.000000,984100000.000000,1922100000.000000,0.000000,0.511992,5.373808,False,-27.748843,-0.433326,0.708548,86.385452,19969600000.000000,10.185614,39.519780,-0.6566151534641266,3.0653057118023117,-90.37653912312852,-66.24417440026457,460.6475073313782,-39.68756631736165
Godrej Properties Ltd.,INE484J01027,GODREJPROP,533150.000000,2024-02-01,True,2024-02-01,12520018.050000,2023-12-31,3.000000,3.000000,4526100000.000000,1903600000.000000,2622500000.000000,1182500000.000000,63900000.000000,0.000000,1376100000.000000,342500000.000000,1033600000.000000,1033600000.000000,1390200000.000000,0.000000,0.743490,22.836438,False,-20.344844,5.848924,0.883038,,4992700000.000000,,55.094851,-19.540810555811433,-19.830510488203075,270.9126671043117,83.03053230781164,108.43529331257,477.5670851396539
Emami Ltd.,INE548C01032,EMAMILTD,531162.000000,2024-02-01,True,2024-02-01,12520109.000000,2023-12-31,3.000000,3.000000,8382400000.000000,5302700000.000000,3079700000.000000,4200000.000000,408300000.000000,-59000000.000000,2608200000.000000,117800000.000000,2490400000.000000,2490400000.000000,436500000.000000,0.000000,5.705384,29.709868,False,12.065502,-0.654214,3.747537,15.044074,7111300000.000000,2.676908,49.481857,-20.722489625232647,-0.3428915984329322,21.734615538903363,18.639968908758185,459.29765824438687,133.27585280462426
Godrej Consumer Products Ltd.,INE102D01028,GODREJCP,532424.000000,2024-02-01,True,2024-02-01,12520118.000000,2023-12-31,3.000000,3.000000,22594500000.000000,15563000000.000000,7031500000.000000,361600000.000000,270200000.000000,-58600000.000000,6341100000.000000,1615300000.000000,4725800000.000000,4725800000.000000,1022800000.000000,0.000000,4.620454,20.915710,False,3.069798,10.188048,4.740614,47.711749,23257600000.000000,15.559972,678.117150,15.197012725949808,13.967980349290752,3355.4801542510004,18157.55088075274,-76.94293494063604,-39.229470726486326
Jyothy Labs Ltd.,INE668F01031,JYOTHYLAB,532926.000000,2024-02-01,True,2024-02-01,12520131.000000,2023-09-30,3.000000,2.000000,7448000000.000000,5962200000.000000,1485800000.000000,11700000.000000,123100000.000000,0.000000,1351000000.000000,306600000.000000,1044400000.000000,1044400000.000000,367200000.000000,0.000000,2.844227,14.022556,False,50.533295,14.240137,2.623911,84.613911,7033400000.000000,17.272197,49.574698,64.43809118728267,14.946564616718527,21.12893792916167,11.930467921762125,-10.119578883587064,19.749847651532896
Bajaj Consumer Care Ltd.,INE933K01021,BAJAJCON,533229.000000,2023-12-31,True,2024-02-01,12520177.000000,2023-12-31,3.000000,3.000000,2467699000.000000,1984987000.000000,482712000.000000,2393000.000000,24201000.000000,0.000000,456118000.000000,79693000.000000,376425000.000000,376425000.000000,142626000.000000,0.000000,2.639245,15.254089,False,15.175071,3.353233,2.692707,,2432604000.000000,,795.759121,-0.8918258926292086,-15.226090741155323,-10.797455753294221,28.015646874168095,7951.511454520808,27173.781086495746
Bliss GVS Pharma Ltd.,INE416D01022,BLISSGVS,506197.000000,2023-12-31,True,2024-02-01,12530001.000000,2023-12-31,3.000000,3.000000,1692313000.000000,1326748000.000000,365565000.000000,17884000.000000,62475000.000000,0.000000,285206000.000000,78006000.000000,207200000.000000,207200000.000000,104691000.000000,0.000000,1.979158,12.243598,False,-29.598629,-6.094671,3.246219,32.524893,1819288000.000000,18.845726,4364.197294,-23.615397686155504,-5.134013536848208,21901.376229270027,-69.73583175443221,-95.7858513244416,1595.8026495208258
Amrutanjan Health Care Ltd.,INE098F01031,AMRUTANJAN,590006.000000,2023-12-31,True,2024-02-01,12540004.000000,2023-12-31,3.000000,3.000000,1207576000.000000,954205000.000000,253371000.000000,542000.000000,15765000.000000,0.000000,237064000.000000,62569000.000000,174495000.000000,174495000.000000,28911000.000000,0.000000,6.035592,14.450022,False,64.719756,19.180838,2.369064,-45.750019,1032591000.000000,-9.224126,12.257777,6.333303784337711,2.4822355930511124,-33.27316560460608,-1.3428720411798716,132.18471879687712,-74.71402048138528
AstraZeneca Pharma India Ltd.,INE203A01020,ASTRAZEN,506820.000000,2024-02-01,True,2024-02-01,12540005.000000,2023-12-31,3.000000,3.000000,3154489200.000000,2907322100.000000,247167100.000000,6126900.000000,37046900.000000,0.000000,203993300.000000,45983800.000000,158009500.000000,158009500.000000,50000000.000000,0.000000,3.160190,5.009036,False,-46.080014,22.740554,10.473968,60.819793,3194444500.000000,31.501313,102.829503,26.633481927333737,26.660524894981496,80.66598330931912,21.880201322936006,757.5830535211269,146.14668646387798
Abbott India Ltd.,INE358A01014,ABBOTINDIA,500488.000000,2024-02-01,True,2024-02-01,12540008.000000,2023-12-31,3.000000,3.000000,14927500000.000000,10494500000.000000,4433000000.000000,31700000.000000,179700000.000000,0.000000,4221600000.000000,1111800000.000000,3109800000.000000,3109800000.000000,212500000.000000,0.000000,14.634353,20.832691,False,25.989547,9.245327,14.726588,17.859295,15496500000.000000,9.670137,3195.623442,23.26016959572825,10.840415222050595,25.635347269742724,11.466536964024046,31747.485535828877,23144.453221989188
Cipla Ltd.,INE059A01026,CIPLA,500087.000000,2024-02-01,True,2024-02-01,12540010.000000,2023-12-31,3.000000,3.000000,45503100000.000000,30254700000.000000,15248400000.000000,90600000.000000,1350200000.000000,963800000.000000,13807600000.000000,3630000000.000000,10177600000.000000,10177600000.000000,1614700000.000000,0.000000,6.303090,22.366828,False,49.959895,13.007100,6.376974,45.952667,48698100000.000000,14.757927,48.067845,31.67450492961521,20.94761293269281,-7.92588753506139,-4.711823185174423,209.68158884773538,1217.9156058438014
Dr. Reddy's Laboratories Ltd.,INE089A01023,DRREDDY,500124.000000,2024-02-01,True,2024-02-01,12540015.000000,2023-12-31,3.000000,3.000000,43306000000.000000,34467000000.000000,8839000000.000000,56000000.000000,2464000000.000000,0.000000,6319000000.000000,1567000000.000000,4752000000.000000,4752000000.000000,834000000.000000,0.000000,5.697842,10.973075,False,46.220030,9.663206,14.299760,6.578881,50618000000.000000,1.270432,38.568755,68.41779750790491,17.700295923911984,55.59514241882191,15.33146711523228,-36.353946172666895,6.013158006365713
