CompanyName,ISIN,NSECode,BSECode,Date,MFList,BTTDate,CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth
Relaxo Footwears Ltd.,INE131B01039,RELAXO,530517.000000,2024-02-01,True,2024-02-01,16510019.000000,2023-09-30,3.000000,2.000000,7258600000.000000,6238000000.000000,1020600000.000000,47400000.000000,369400000.000000,0.000000,603800000.000000,161900000.000000,441900000.000000,441900000.000000,248900000.000000,0.000000,1.775412,6.087951,False,97.276786,7.485451,2.262756,45.642617,7460900000.000000,11.137758
Khadim India Ltd.,INE834I01025,KHADIM,540775.000000,2023-12-31,True,2024-02-01,16510037.000000,2023-12-31,3.000000,3.000000,1579800000.000000,1379880000.000000,199920000.000000,75380000.000000,99840000.000000,0.000000,24700000.000000,6450000.000000,18250000.000000,18250000.000000,179700000.000000,0.000000,0.101558,1.155210,False,-62.168325,1.689024,0.099833,-64.284292,1596920000.000000,-15.181516
Metro Brands Ltd.,INE317I01021,METROBRAND,543426.000000,2024-02-01,True,2024-02-01,16510042.000000,2023-12-31,3.000000,3.000000,6328450000.000000,4071490000.000000,2256960000.000000,203300000.000000,562430000.000000,0.000000,1491230000.000000,379260000.000000,1111970000.000000,1111970000.000000,1359330000.000000,0.000000,0.818028,17.570969,False,-3.046948,6.868805,0.584810,7.639334,5501890000.000000,15.846335
Redtape Ltd.,INE0LXT01019,REDTAPE,543957.000000,2023-12-31,True,2024-02-01,16510164.000000,2023-12-31,3.000000,3.000000,6197300000.000000,5125100000.000000,1072200000.000000,98300000.000000,163500000.000000,0.000000,810400000.000000,209300000.000000,601100000.000000,601100000.000000,276400000.000000,0.000000,2.174747,9.699385,False,19.526745,30.159830,0.927306,,3237800000.000000,
Andhra Paper Ltd.,INE435A01028,ANDHRAPAP,502330.000000,2023-12-31,True,2024-02-01,16530001.000000,2023-12-31,3.000000,3.000000,5007002000.000000,3669488000.000000,1337514000.000000,8345000.000000,167165000.000000,0.000000,1162004000.000000,337311000.000000,824693000.000000,824693000.000000,397700000.000000,0.000000,2.073656,16.470794,False,-51.539958,-14.731546,2.522260,-11.567889,5033793000.000000,1.112342
Balkrishna Industries Ltd.,INE787D01026,BALKRISIND,502355.000000,2024-02-01,True,2024-02-01,16530003.000000,2023-12-31,3.000000,3.000000,23462500000.000000,17407600000.000000,6054900000.000000,353700000.000000,1590600000.000000,0.000000,4110600000.000000,1019700000.000000,3090900000.000000,3090900000.000000,386600000.000000,0.000000,7.995085,13.173788,False,210.269022,7.358735,8.675375,-16.941555,23328000000.000000,-20.389045
Orient Paper & Industries Ltd.,INE592A01026,ORIENTPPR,502420.000000,2023-12-31,True,2024-02-01,16530009.000000,2023-12-31,3.000000,3.000000,2070527000.000000,1859383000.000000,211144000.000000,88115000.000000,112083000.000000,0.000000,10946000.000000,43137000.000000,-32191000.000000,-32191000.000000,212196000.000000,0.000000,-0.151704,-1.554725,False,-108.148238,-18.577594,-0.769166,-316.094480,1486793000.000000,-34.396939
JK Lakshmi Cement Ltd.,INE786A01032,JKLAKSHMI,500380.000000,2024-02-01,True,2024-02-01,16530019.000000,2023-12-31,3.000000,3.000000,16031200000.000000,13438800000.000000,2592400000.000000,205600000.000000,511700000.000000,0.000000,1875100000.000000,634500000.000000,1240600000.000000,1240600000.000000,588500000.000000,0.000000,2.108071,7.738660,False,68.582688,6.580504,1.410875,40.848176,14677100000.000000,10.849206
West Coast Paper Mills Ltd.,INE976A01021,WSTCSTPAPR,500444.000000,2023-12-31,True,2024-02-01,16530021.000000,2023-12-31,3.000000,3.000000,5823536000.000000,4578002000.000000,1245534000.000000,49451000.000000,270947000.000000,0.000000,925136000.000000,148716000.000000,776420000.000000,776420000.000000,132098000.000000,0.000000,5.877606,13.332450,False,-45.290711,-12.832787,11.780262,-0.143354,7566850000.000000,1.046379
JK Paper Ltd.,INE789E01012,JKPAPER,532162.000000,2024-02-01,True,2024-02-01,16530044.000000,2023-12-31,3.000000,3.000000,15452500000.000000,12033100000.000000,3419400000.000000,722900000.000000,605500000.000000,0.000000,2091000000.000000,48000000.000000,2043000000.000000,2043000000.000000,1694000000.000000,0.000000,1.206021,13.221162,False,-9.825212,-6.096368,1.401948,-5.649358,14829700000.000000,-11.584828
Tamil Nadu Newsprint And Papers Ltd.,INE107A01015,TNPL,531426.000000,2023-12-31,True,2024-02-01,16530078.000000,2023-12-31,3.000000,3.000000,12594600000.000000,11036900000.000000,1557700000.000000,570700000.000000,754000000.000000,0.000000,233000000.000000,71000000.000000,162000000.000000,162000000.000000,692100000.000000,0.000000,0.234070,1.286266,False,-85.651019,-0.295284,0.437798,-72.885906,9780900000.000000,-29.519726
Emami Paper Mills Ltd.,INE830C01026,EMAMIPAP,533208.000000,2023-12-31,True,2024-02-01,16530114.000000,2023-12-31,3.000000,3.000000,4943400000.000000,4125200000.000000,818200000.000000,157800000.000000,132400000.000000,0.000000,528000000.000000,134300000.000000,393700000.000000,393700000.000000,121000000.000000,0.000000,3.253719,7.964154,False,2692.198582,-12.575825,1.355372,-34.478626,4368500000.000000,-28.712467
Venky's (India) Ltd.,INE398A01010,VENKEYS,523261.000000,2023-12-31,True,2024-02-01,16540002.000000,2023-12-31,3.000000,3.000000,9629600000.000000,9603800000.000000,25800000.000000,45400000.000000,85200000.000000,0.000000,-104800000.000000,-25400000.000000,-79400000.000000,-79400000.000000,140900000.000000,0.000000,-0.563520,-0.824541,False,-148.033878,-7.730635,2.419446,,9220200000.000000,
Apollo Hospitals Enterprise Ltd.,INE437A01024,APOLLOHOSP,508869.000000,2024-02-01,True,2024-02-01,16550001.000000,2023-12-31,3.000000,3.000000,18758000000.000000,13740000000.000000,5018000000.000000,606000000.000000,972000000.000000,0.000000,3440000000.000000,812000000.000000,2628000000.000000,2628000000.000000,719000000.000000,0.000000,3.655076,14.010022,False,6.992731,10.728727,4.100139,5.576489,19311000000.000000,9.815808
Kovai Medical Center and Hospital Ltd.,INE177F01017,KOVAI,523323.000000,2023-12-31,True,2024-02-01,16550003.000000,2023-12-31,3.000000,3.000000,3259735000.000000,2247702000.000000,1012033000.000000,73435000.000000,233450000.000000,0.000000,705148000.000000,174173000.000000,530975000.000000,530975000.000000,109423000.000000,0.000000,4.852499,16.288901,False,70.535752,21.571480,3.966908,43.354745,3070727000.000000,20.149788
Indraprastha Medical Corporation Ltd.,INE681B01017,INDRAMEDCO,532150.000000,2023-12-31,True,2024-02-01,16550035.000000,2023-12-31,3.000000,3.000000,3107300000.000000,2591600000.000000,515700000.000000,8700000.000000,100300000.000000,0.000000,406700000.000000,112300000.000000,294400000.000000,294400000.000000,916700000.000000,0.000000,0.321152,9.474463,False,40.861244,10.971037,0.358351,30.720255,3211700000.000000,12.391517
Max Healthcare Institute Ltd.,INE027H01010,MAXHEALTH,543220.000000,2024-02-01,True,2024-02-01,16550050.000000,2023-09-30,3.000000,2.000000,6449100000.000000,3940400000.000000,2508700000.000000,132200000.000000,276200000.000000,0.000000,2100300000.000000,487200000.000000,1613100000.000000,1613100000.000000,9715800000.000000,0.000000,0.166029,25.012792,False,-55.109707,27.377049,0.129769,47.581180,5863600000.000000,28.779759
Metropolis Healthcare Ltd.,INE112L01020,METROPOLIS,542650.000000,2024-02-01,True,2024-02-01,16550066.000000,2023-12-31,3.000000,3.000000,2745972000.000000,2105833000.000000,640139000.000000,52437000.000000,241389000.000000,0.000000,346313000.000000,79340000.000000,266973000.000000,266973000.000000,102445000.000000,0.000000,2.606013,9.722350,False,-18.698886,1.198548,3.053358,-17.319047,2874645000.000000,1.581259
Barbeque-Nation Hospitality Ltd.,INE382M01027,BARBEQUE,543283.000000,2023-12-15,True,2024-02-01,16550096.000000,2023-12-31,3.000000,3.000000,2761770000.000000,2240290000.000000,521480000.000000,167990000.000000,340850000.000000,0.000000,12640000.000000,4980000.000000,7660000.000000,7660000.000000,195240000.000000,0.000000,0.039234,0.277358,False,-69.539906,-4.264435,-0.664103,-327.493684,2600540000.000000,-5.093245
Rainbow Childrens Medicare Ltd.,INE961O01016,RAINBOW,543524.000000,2024-02-01,True,2024-02-01,16550183.000000,2023-12-31,3.000000,3.000000,3300310000.000000,2080330000.000000,1219980000.000000,135190000.000000,259340000.000000,0.000000,825450000.000000,214040000.000000,611410000.000000,611410000.000000,1015020000.000000,0.000000,0.602363,18.525835,False,7.496879,10.393768,0.630372,14.592736,3275440000.000000,7.135054
Jupiter Life Line Hospitals Ltd.,INE682M01012,JLHL,543980.000000,2023-12-31,True,2024-02-01,16550184.000000,2023-12-31,3.000000,3.000000,2383020000.000000,1733280000.000000,649740000.000000,10100000.000000,76520000.000000,-1520000.000000,561600000.000000,139250000.000000,422350000.000000,422350000.000000,655660000.000000,0.000000,0.644160,17.723309,False,,,0.551063,,2332400000.000000,
Vijaya Diagnostic Centre Ltd.,INE043W01024,VIJAYA,543350.000000,2024-02-01,True,2024-02-01,16550197.000000,2023-12-31,3.000000,3.000000,1343714000.000000,780320000.000000,563394000.000000,60492000.000000,144029000.000000,-20500000.000000,338373000.000000,85909000.000000,252464000.000000,252464000.000000,102309000.000000,0.000000,2.467662,18.788522,False,55.828453,17.156025,3.212082,42.914787,1430427000.000000,17.576848
Healthcare Global Enterprises Ltd.,INE075I01017,HCG,539787.000000,2023-12-31,True,2024-02-01,16550204.000000,2023-12-31,3.000000,3.000000,2727300000.000000,2204800000.000000,522500000.000000,132100000.000000,240900000.000000,0.000000,149500000.000000,66200000.000000,83300000.000000,83300000.000000,1392800000.000000,0.000000,0.059808,3.054303,False,-41.252567,7.045294,0.098381,24.388940,2848800000.000000,12.007549
Krishna Institute of Medical Sciences Ltd.,INE967H01017,KIMS,543308.000000,2024-02-01,True,2024-02-01,16550207.000000,2023-12-31,3.000000,3.000000,3062900000.000000,2145840000.000000,917060000.000000,12150000.000000,127840000.000000,0.000000,777070000.000000,193520000.000000,583550000.000000,583550000.000000,800280000.000000,0.000000,0.729182,19.052205,False,-9.480820,5.364004,0.826698,8.097642,3198130000.000000,6.660508
Narayana Hrudayalaya Ltd.,INE410P01011,NH,539551.000000,2024-02-01,True,2024-02-01,16550219.000000,2023-12-31,3.000000,3.000000,7811590000.000000,6327260000.000000,1484330000.000000,132170000.000000,405430000.000000,0.000000,946730000.000000,160100000.000000,786630000.000000,786630000.000000,2043610000.000000,0.000000,0.384922,10.070037,False,34.713065,4.584305,,,,
Yatharth Hospital & Trauma Care Services Ltd.,INE0JO301016,YATHARTH,543950.000000,2023-12-31,True,2024-02-01,16550285.000000,2023-12-31,3.000000,3.000000,1064850000.000000,723990000.000000,340860000.000000,1300000.000000,39730000.000000,0.000000,299830000.000000,88800000.000000,211030000.000000,211030000.000000,858500000.000000,0.000000,0.245812,19.817815,False,-18.166183,9.187388,0.245137,,1134690000.000000,
Thyrocare Technologies Ltd.,INE594H01019,THYROCARE,539871.000000,2023-12-31,True,2024-02-01,16550390.000000,2023-12-31,3.000000,3.000000,1249800000.000000,923600000.000000,326200000.000000,9600000.000000,109000000.000000,0.000000,207600000.000000,58700000.000000,148900000.000000,148900000.000000,529500000.000000,0.000000,0.281209,11.913906,False,17.849373,5.521783,0.383336,41.888112,1381100000.000000,9.272886
Dr. Lal Pathlabs Ltd.,INE600L01024,LALPATHLAB,539524.000000,2024-02-01,True,2024-02-01,16550403.000000,2023-12-31,3.000000,3.000000,4911000000.000000,3459000000.000000,1452000000.000000,65000000.000000,192000000.000000,0.000000,1195000000.000000,312000000.000000,883000000.000000,883000000.000000,835000000.000000,0.000000,1.057485,17.980045,False,41.336942,12.379863,1.353293,43.593729,5458000000.000000,15.026344
Shalby Ltd.,INE597J01018,SHALBY,540797.000000,2023-12-31,True,2024-02-01,16550439.000000,2023-12-31,3.000000,3.000000,2003600000.000000,1519400000.000000,484200000.000000,6090000.000000,93320000.000000,0.000000,384790000.000000,137550000.000000,247240000.000000,247240000.000000,1073530000.000000,0.000000,0.230306,12.339788,False,28.752784,11.452284,0.283208,39.382682,2230470000.000000,21.887603
Aster DM Healthcare Ltd.,INE914M01019,ASTERDM,540975.000000,2024-02-01,True,2024-02-01,16550441.000000,2023-12-31,3.000000,3.000000,5378300000.000000,4330000000.000000,1048300000.000000,210900000.000000,305500000.000000,0.000000,531900000.000000,0.000000,531900000.000000,531900000.000000,4995200000.000000,0.000000,0.106482,9.889742,False,53.817235,31.392764,0.118234,3.221835,5296900000.000000,33.851363
Krsnaa Diagnostics Ltd.,INE08LI01020,KRSNAA,543328.000000,2023-12-31,True,2024-02-01,16550609.000000,2023-12-31,3.000000,3.000000,1556300000.000000,1133930000.000000,422370000.000000,41390000.000000,212310000.000000,0.000000,168670000.000000,32820000.000000,135850000.000000,135850000.000000,161450000.000000,0.000000,0.841437,8.729037,False,-21.673768,29.382228,0.720301,-37.083403,1510100000.000000,20.816699
Global Health Ltd.,INE474Q01031,MEDANTA,543654.000000,2024-02-01,True,2024-02-01,16550678.000000,2023-12-31,3.000000,3.000000,5875110000.000000,4391497000.000000,1483613000.000000,57590000.000000,217302000.000000,0.000000,1208721000.000000,335281000.000000,873440000.000000,873440000.000000,536855000.000000,0.000000,1.626957,14.866785,False,48.479211,16.962092,1.771487,37.389000,6063817000.000000,19.540728
EIH Ltd.,INE230A01023,EIHOTEL,500840.000000,2024-02-01,True,2024-02-01,16560002.000000,2023-12-31,3.000000,3.000000,6800700000.000000,3716700000.000000,3084000000.000000,43700000.000000,307800000.000000,-223000000.000000,2509500000.000000,640700000.000000,1868800000.000000,1868800000.000000,1250700000.000000,0.000000,1.494203,27.479524,False,79.796036,29.663101,0.681059,213.161765,4895800000.000000,33.219048
Indian Hotels Company Ltd.,INE053A01029,INDHOTEL,500850.000000,2024-02-01,True,2024-02-01,16560007.000000,2023-12-31,3.000000,3.000000,13231900000.000000,7222900000.000000,6009000000.000000,277100000.000000,586000000.000000,0.000000,5145900000.000000,1341700000.000000,3804200000.000000,3804200000.000000,1423400000.000000,0.000000,2.672615,28.750217,False,34.055447,22.143246,1.106871,38.556447,9488200000.000000,22.501097
Oriental Hotels Ltd.,INE750A01020,ORIENTHOT,500314.000000,2023-12-31,True,2024-02-01,16560008.000000,2023-12-31,3.000000,3.000000,1060700000.000000,734200000.000000,326500000.000000,47700000.000000,60300000.000000,0.000000,218500000.000000,54200000.000000,164300000.000000,164300000.000000,178600000.000000,0.000000,0.919933,15.489771,False,-11.997858,-4.243026,0.581187,-4.945055,954200000.000000,4.788052
Mahindra Holidays & Resorts India Ltd.,INE998I01010,MHRIL,533088.000000,2024-02-01,True,2024-02-01,16560125.000000,2023-12-31,3.000000,3.000000,3729900000.000000,2526050000.000000,1203850000.000000,83811000.000000,402834000.000000,0.000000,717205000.000000,36822000.000000,680383000.000000,680383000.000000,2015219000.000000,0.000000,0.337622,18.241320,False,7.829920,2.687709,0.205414,33.165838,3326493000.000000,10.222098
Great Eastern Shipping Company Ltd.,INE017A01032,GESHIP,500620.000000,2024-02-01,True,2024-02-01,16580004.000000,2023-12-31,3.000000,3.000000,11102700000.000000,4241900000.000000,6860800000.000000,503000000.000000,1251900000.000000,0.000000,5105900000.000000,228200000.000000,4877700000.000000,4877700000.000000,1427700000.000000,0.000000,3.416474,43.932557,False,-19.200570,-11.971362,3.751138,-22.117678,11815200000.000000,-15.730313
Shipping Corporation of India Ltd.,INE109A01011,SCI,523598.000000,2023-12-31,True,2024-02-01,16580017.000000,2023-12-31,3.000000,3.000000,13628600000.000000,9233700000.000000,4394900000.000000,397500000.000000,2510500000.000000,0.000000,1486900000.000000,166400000.000000,1320500000.000000,1320500000.000000,4658000000.000000,0.000000,0.283491,9.689183,False,-48.962239,-11.511216,0.087355,-63.289426,11617500000.000000,-20.333683
Seamec Ltd.,INE497B01018,SEAMECLTD,526807.000000,2023-12-31,True,2024-02-01,16580018.000000,2023-12-31,3.000000,3.000000,2052200000.000000,1112300000.000000,939900000.000000,31100000.000000,262500000.000000,0.000000,646300000.000000,14700000.000000,631600000.000000,631600000.000000,254300000.000000,0.000000,2.483681,30.776727,False,888.419405,113.949124,0.080220,,769700000.000000,
Transport Corporation of India Ltd.,INE688A01022,TCI,532349.000000,2023-12-31,True,2024-02-01,16590001.000000,2023-12-31,3.000000,3.000000,9445000000.000000,8058000000.000000,1387000000.000000,25000000.000000,307000000.000000,0.000000,1055000000.000000,99000000.000000,956000000.000000,956000000.000000,155000000.000000,0.000000,6.167742,10.121758,False,0.272708,3.823154,4.322581,16.704407,9120000000.000000,6.233037
Allcargo Gati Ltd.,INE152B01027,GATI,532345.000000,2023-12-31,True,2024-02-01,16590029.000000,2023-12-31,3.000000,3.000000,556900000.000000,537200000.000000,19700000.000000,100000.000000,1400000.000000,266900000.000000,285100000.000000,0.000000,285100000.000000,285100000.000000,260500000.000000,0.000000,1.094434,51.194110,False,22013.931788,-12.834559,0.094122,48.363082,592900000.000000,-12.512911
Bajaj Electricals Ltd.,INE193E01025,BAJAJELEC,500031.000000,2023-12-31,True,2024-02-01,16610002.000000,2023-12-31,3.000000,3.000000,12740900000.000000,11737900000.000000,1003000000.000000,203500000.000000,289200000.000000,0.000000,510300000.000000,131100000.000000,379200000.000000,379200000.000000,230200000.000000,0.000000,1.647263,2.976242,False,-40.316549,-15.203690,1.643788,-40.833921,11448300000.000000,-7.688400
Thomas Cook (India) Ltd.,INE332A01027,THOMASCOOK,500413.000000,2023-12-31,True,2024-02-01,16610005.000000,2023-12-31,3.000000,3.000000,4641223000.000000,4329366000.000000,311857000.000000,86789000.000000,65876000.000000,0.000000,159192000.000000,48845000.000000,110347000.000000,110347000.000000,470400000.000000,0.000000,0.234581,2.377541,False,194.466740,27.718265,0.540391,81.578714,5851800000.000000,50.151984
Shaily Engineering Plastics Ltd.,INE151G01028,SHAILY,501423.000000,2023-12-31,True,2024-02-01,16610014.000000,2023-12-31,3.000000,3.000000,1457892900.000000,1235426000.000000,222466900.000000,49953100.000000,90480900.000000,0.000000,82032900.000000,19816200.000000,62216700.000000,62216700.000000,91735000.000000,0.000000,0.678222,4.267577,False,39.237087,8.438512,1.074192,4.489593,1587212000.000000,-1.342728
Adani Enterprises Ltd.,INE423A01024,ADANIENT,512599.000000,2024-02-01,True,2024-02-01,16610041.000000,2023-12-31,3.000000,3.000000,116240400000.000000,104560900000.000000,11679500000.000000,1679000000.000000,355100000.000000,0.000000,9645400000.000000,2460800000.000000,7184600000.000000,7184600000.000000,1140000000.000000,0.000000,6.302281,6.180811,False,166.382411,-7.122106,6.682368,62.359335,99000900000.000000,-55.876938
MMTC Ltd.,INE123F01029,MMTC,513377.000000,2024-02-01,True,2024-02-01,16610052.000000,2023-12-31,3.000000,3.000000,633300000.000000,371000000.000000,262300000.000000,-9900000.000000,9800000.000000,100000.000000,262500000.000000,33500000.000000,229000000.000000,229000000.000000,1500000000.000000,0.000000,0.152667,36.159798,False,-68.220927,104.951456,0.071133,-99.044925,453200000.000000,21.371184
Jindal Worldwide Ltd.,INE247D01039,JINDWORLD,531543.000000,2024-02-01,True,2024-02-01,16610104.000000,2023-12-31,3.000000,3.000000,4467103000.000000,4041047000.000000,426056000.000000,94653000.000000,52266000.000000,0.000000,279137000.000000,69467000.000000,209670000.000000,209670000.000000,200520000.000000,0.000000,1.045631,4.693646,False,21.493594,7.088742,0.607371,-60.076968,4006442000.000000,-19.961300
MSTC Ltd.,INE255X01014,MSTCLTD,542597.000000,2023-12-31,True,2024-02-01,16610125.000000,2023-12-31,3.000000,3.000000,949390000.000000,355964000.000000,593426000.000000,0.000000,17096000.000000,0.000000,576330000.000000,183011000.000000,393319000.000000,393319000.000000,704000000.000000,0.000000,0.558692,41.428602,False,-17.791535,5.217019,0.973097,-4.160068,1206589000.000000,-34.209332
Galaxy Cloud Kitchens Ltd.,INE403B01016,,506186.000000,2023-12-31,True,2024-02-01,16610211.000000,2023-12-31,3.000000,3.000000,19854000.000000,79040000.000000,-59186000.000000,3863000.000000,7946000.000000,0.000000,-70995000.000000,0.000000,-70995000.000000,-70995000.000000,449377000.000000,0.000000,-0.157985,-357.585373,False,-467.415281,-69.457734,-0.067970,-106.183340,33041000.000000,-75.515573
Shoppers Stop Ltd.,INE498B01024,SHOPERSTOP,532638.000000,2024-02-01,True,2024-02-01,16610345.000000,2023-12-31,3.000000,3.000000,12101200000.000000,9914000000.000000,2187200000.000000,578700000.000000,1112200000.000000,0.000000,496300000.000000,140700000.000000,355600000.000000,355600000.000000,549700000.000000,0.000000,0.646898,2.938552,False,-42.846545,4.673512,0.032381,-90.219562,10356900000.000000,2.328775
Adani Power Ltd.,INE814H01011,ADANIPOWER,533096.000000,2024-02-01,True,2024-02-01,16610491.000000,2023-12-31,3.000000,3.000000,106476800000.000000,67494600000.000000,38982200000.000000,5364800000.000000,7973500000.000000,0.000000,25643900000.000000,4048900000.000000,21595000000.000000,21595000000.000000,38569400000.000000,0.000000,0.559900,20.281413,False,781.464550,29.924066,1.717784,12944.881737,123700700000.000000,3662.186740
Taj GVK Hotels & Resorts Ltd.,INE586B01026,TAJGVK,532390.000000,2023-12-31,True,2024-02-01,16620007.000000,2023-12-31,3.000000,3.000000,1119300000.000000,707800000.000000,411500000.000000,30800000.000000,34500000.000000,0.000000,346200000.000000,104100000.000000,242100000.000000,242100000.000000,125400000.000000,0.000000,1.930622,21.629590,False,39.780600,6.034483,0.887560,-65.316298,904600000.000000,-20.697817
Lemon Tree Hotels Ltd.,INE970X01018,LEMONTREE,541233.000000,2024-02-01,True,2024-02-01,16620202.000000,2023-12-31,3.000000,3.000000,1069826000.000000,431716000.000000,638110000.000000,122461000.000000,53299000.000000,0.000000,462350000.000000,124131000.000000,338219000.000000,338219000.000000,7916723000.000000,0.000000,0.042722,31.614393,False,40.237586,30.757601,0.018746,14.698716,782692000.000000,14.954353
Chalet Hotels Ltd.,INE427F01016,CHALET,542399.000000,2024-02-01,True,2024-02-01,16620536.000000,2023-12-31,3.000000,3.000000,3783890000.000000,2045550000.000000,1738340000.000000,476220000.000000,351530000.000000,0.000000,910590000.000000,178720000.000000,731870000.000000,731870000.000000,2053950000.000000,0.000000,0.356323,19.341736,False,-27.846043,22.770263,0.173315,144.605724,3113750000.000000,31.239542
Samhi Hotels Ltd.,INE08U801020,SAMHI,543984.000000,2023-12-15,True,2024-02-01,16620676.000000,2023-12-31,3.000000,3.000000,398510000.000000,332720000.000000,65790000.000000,114150000.000000,23260000.000000,-740270000.000000,-811890000.000000,0.000000,-811890000.000000,-811890000.000000,218040000.000000,0.000000,-3.723583,-203.731399,False,,,-2.219868,,427550000.000000,
Restaurant Brands Asia Ltd.,INE07T201019,RBA,543248.000000,2024-02-01,True,2024-02-01,16620684.000000,2023-12-31,3.000000,3.000000,4485850000.000000,3746700000.000000,739150000.000000,280740000.000000,522480000.000000,0.000000,-64070000.000000,0.000000,-64070000.000000,-64070000.000000,4963600000.000000,0.000000,-0.012908,-1.428269,False,43.042042,19.266775,-0.018879,29.795169,4574460000.000000,21.695154
Garden Reach Shipbuilders & Engineers Ltd.,INE382Z01011,GRSE,542011.000000,2023-12-31,True,2024-02-01,16680001.000000,2023-12-31,3.000000,3.000000,10046123000.000000,8743788000.000000,1302335000.000000,11251000.000000,104366000.000000,0.000000,1186718000.000000,304186000.000000,882532000.000000,882532000.000000,1145520000.000000,0.000000,0.770420,8.784802,False,38.064106,34.058610,0.704816,37.476864,9694613000.000000,34.118918
Mazagon Dock Shipbuilders Ltd.,INE249Z01012,MAZDOCK,543237.000000,2024-02-01,True,2024-02-01,16680004.000000,2023-12-31,3.000000,3.000000,26310800000.000000,18232900000.000000,8077900000.000000,12900000.000000,202700000.000000,0.000000,7862300000.000000,1946900000.000000,5915400000.000000,5915400000.000000,2016900000.000000,0.000000,2.932917,22.482783,False,75.395837,32.098908,1.551589,56.126522,20882500000.000000,11.586985
Cochin Shipyard Ltd.,INE704P01025,COCHINSHIP,540678.000000,2024-02-01,True,2024-02-01,16680006.000000,2023-12-31,3.000000,3.000000,10776862000.000000,7013176000.000000,3763686000.000000,77059000.000000,151836000.000000,0.000000,3448400000.000000,968199000.000000,2480201000.000000,2480201000.000000,1315404000.000000,0.000000,1.885505,23.014130,False,109.467413,64.796674,1.452016,59.386067,10417636000.000000,39.952389
Gujarat Pipavav Port Ltd.,INE517F01014,GPPL,533248.000000,2024-02-01,True,2024-02-01,16680010.000000,2023-12-31,3.000000,3.000000,2886060000.000000,1103250000.000000,1782810000.000000,20150000.000000,291820000.000000,-1030000.000000,1469810000.000000,367050000.000000,1102760000.000000,1102760000.000000,4834400000.000000,0.000000,0.228107,38.209878,False,38.981171,9.996684,0.222727,51.935261,2742290000.000000,15.285724
Engineers India Ltd.,INE510A01028,ENGINERSIN,532178.000000,2024-02-01,True,2024-02-01,16690002.000000,2023-12-31,3.000000,3.000000,8855646000.000000,8084903000.000000,770743000.000000,6533000.000000,83346000.000000,0.000000,680864000.000000,178616000.000000,502248000.000000,502248000.000000,2810213000.000000,0.000000,0.178722,5.671500,False,5.111505,3.412129,0.363685,20.047947,8238465000.000000,-2.949804
Gateway Distriparks Ltd.,INE079J01017,GATEWAY,543489.000000,2023-12-31,True,2024-02-01,16690076.000000,2023-12-31,3.000000,3.000000,3852077000.000000,2917972000.000000,934105000.000000,108601000.000000,219936000.000000,0.000000,605568000.000000,5803000.000000,599765000.000000,599765000.000000,4996438000.000000,0.000000,0.120039,15.569912,False,13.334492,13.582510,0.148141,21.341218,3991158000.000000,10.080989
Info Edge (India) Ltd.,INE663F01024,NAUKRI,532777.000000,2024-02-01,True,2024-02-01,16690077.000000,2023-12-31,3.000000,3.000000,6603770000.000000,3547140000.000000,3056630000.000000,45900000.000000,174020000.000000,0.000000,2836710000.000000,701400000.000000,2135310000.000000,2135310000.000000,1293840000.000000,0.000000,1.650366,32.334712,False,353.024444,11.027850,1.615579,23.967188,6565710000.000000,12.861367
Rites Ltd.,INE320J01015,RITES,541556.000000,2024-02-01,True,2024-02-01,16690082.000000,2023-12-31,3.000000,3.000000,6777300000.000000,5085500000.000000,1691800000.000000,18800000.000000,125900000.000000,0.000000,1547100000.000000,361400000.000000,1185700000.000000,1185700000.000000,2403000000.000000,0.000000,0.493425,17.495168,False,-9.846411,0.257400,0.485185,-11.264175,6006700000.000000,-9.387540
City Online Services Ltd.,INE158C01014,,538674.000000,2023-12-31,True,2024-02-01,16690230.000000,2023-12-31,3.000000,3.000000,25466000.000000,23477000.000000,1989000.000000,358000.000000,935000.000000,0.000000,696000.000000,0.000000,696000.000000,696000.000000,51647000.000000,0.000000,0.013476,2.733056,False,-56.743319,-14.874983,-0.097740,-393.488372,27209000.000000,-4.088970
JSW Infrastructure Ltd.,INE880J01026,JSWINFRA,543994.000000,2023-12-31,True,2024-02-01,16690356.000000,2023-12-31,3.000000,3.000000,2698900000.000000,846600000.000000,1852300000.000000,560900000.000000,4500000.000000,0.000000,1286900000.000000,349600000.000000,937300000.000000,937300000.000000,4087100000.000000,0.000000,0.229331,34.728964,False,,,0.055923,,1986600000.000000,
CARE Ratings Ltd.,INE752H01013,CARERATING,534804.000000,2023-12-31,True,2024-02-01,16690363.000000,2023-12-31,3.000000,3.000000,772582000.000000,396429000.000000,376153000.000000,4117000.000000,19701000.000000,0.000000,317335000.000000,94986000.000000,222349000.000000,222349000.000000,297729000.000000,0.000000,0.746817,28.779987,False,3.463524,17.802174,1.368708,5.483271,966228000.000000,12.195150
